frequency,word,skip1,skip2
976,guess,vvb,380
976,economically,av0,499
976,colonies,nn2,310
975,illustrate,vvi,549
975,detected,vvn,370
974,expressed,vvd,563
974,controlled,vvd-vvn,626
974,church,np0,335
973,phases,nn2,392
973,missing,aj0-vvg,565
973,issue,vvi,539
973,chap,nn1,395
972,suspended,vvn,482
972,shut,vvd-vvn,503
972,qualified,aj0,470
972,photography,nn1,323
972,hartlepool,np0,81
972,estimated,vvd-vvn,424
971,thank,vvi,565
971,qualify,vvi,519
971,attracted,vvd,620
971,assignment,nn1,276
970,tiles,nn2,317
970,struck,vvd,560
970,outside,nn1,534
970,increases,vvz,522
970,dismissed,vvd,533
970,develops,vvz,558
970,commit,vvi,583
970,blacks,nn2,269
970,appeal,nn1-vvb,498
970,acids,nn2,152
969,toys,nn2,402
969,ruled,vvd,499
969,kenya,np0,280
969,emerged,vvn,648
969,emailinc,nn1,7
969,egyptian,aj0,300
969,crack,nn1,434
969,conclude,vvi,598
968,permit,vvi,561
968,heir,nn1,340
968,built,vvd,558
968,arrow,nn1,323
967,prior,aj0,485
967,homeless,aj0,347
967,dropping,vvg,648
967,assumes,vvz,523
966,texas,np0,423
966,rounds,nn2,437
966,patient,aj0,435
966,hurried,vvd,369
966,happening,nn1-vvg,638
966,ellis,np0,255
965,thumb,nn1,523
965,reconstruction,nn1,452
965,painter,nn1,342
965,no_matter_how,avq,620
965,caring,vvg,476
965,appointed,vvd,457
964,vigorous,aj0,615
964,swing,nn1,451
964,stand,nn1-vvb,631
964,painting,nn1-vvg,395
964,keynes,np0,220
964,exchanges,nn2,459
964,dies,vvz,529
963,uneasy,aj0,590
963,surprised,aj0-vvn,633
963,supermarket,nn1,448
963,axis,nn1,270
963,1000,crd,390
962,reluctantly,av0,554
962,perceived,vvn,517
962,lounge,nn1,307
962,lemon,nn1,283
962,chorus,nn0,404
962,51,crd,492
961,relative_to,prp,420
961,husbands,nn2,407
961,honours,nn2,307
961,encounter,nn1,569
961,boyfriend,nn1,322
960,yield,nn1,238
960,nelson,np0,372
960,mistress,nn1,389
960,fruits,nn2,459
960,devil,nn1,462
960,64,crd,496
959,stood,vvn,636
959,flour,nn1,310
959,english,nn1-np0,290
958,magic,nn1,437
958,log,nn1,374
958,ironically,av0,588
958,head,nn1-vvb,527
958,argentina,np0,292
958,100,000,crd,494
957,rebels,nn2,276
957,injection,nn1,353
957,cut,vvb,456
957,control,vvb,559
956,undertaking,nn1,390
956,redundancy,nn1,319
956,prevalence,nn1,174
956,pencil,nn1,430
956,fair,aj0-nn1,457
955,tensions,nn2,455
955,supplies,nn2-vvz,500
955,rabbit,nn1,334
955,milan,np0,294
954,torn,vvn,580
954,on_board,av0,457
954,galleries,nn2,291
954,ambassador,nn1,315
953,trades,nn2,367
953,theatre,np0,327
953,striking,vvg,603
953,responding,vvg,623
953,geological,aj0,205
953,eldest,ajs,361
953,dilemma,nn1,551
953,claudia,np0,47
952,world,np0,235
952,treating,vvg,627
952,skull,nn1,409
952,prague,np0,233
952,polytechnic,nn1,202
952,original,aj0-nn1,530
952,land,vvi,504
952,fortunes,nn2,548
952,eec,np0,186
952,driving,nn1-vvg,469
952,declined,vvd,607
951,simplest,ajs,529
951,meaningful,aj0,510
951,indigenous,aj0,361
951,foreigners,nn2,431
951,derived,vvd-vvn,479
951,casualties,nn2,383
950,villa,np0,161
950,smoothly,av0,599
950,review,nn1-vvb,419
950,jason,np0,221
950,immune,aj0,400
950,franco,np0,133
949,trading,aj0-vvg,374
949,sexually,av0,363
949,richmond,np0,278
949,referee,nn1,198
949,liked,vvd-vvn,595
949,fist,nn1,432
949,committed,vvd-vvn,557
949,basin,nn1,333
949,&pound;5,nn0,457
948,testing,nn1-vvg,453
948,state,np0,397
948,rebellion,nn1,420
948,admiration,nn1,575
948,20th,ord,463
947,unreasonable,aj0,462
947,struggled,vvd,525
947,sitting,nn1-vvg,495
947,pick,vvb,591
947,march,nn1,431
947,linking,vvg,618
947,accounting,aj0-nn1,259
946,rhetoric,nn1,403
946,identified,vvd-vvn,527
946,duly,av0,558
946,amusement,nn1,462
945,wembley,np0,248
945,sri,np0,208
945,overwhelming,aj0,557
945,innocence,nn1,525
945,attempts,vvz,579
945,absurd,aj0,576
944,shaw,np0,364
944,maintain,vvb,615
944,lawn,nn1,437
944,approached,vvn,652
944,92,crd,457
943,sauce,nn1,245
943,reminder,nn1,630
943,penny,nn1,506
942,wells,np0,386
942,outset,nn1,551
941,videos,nn2,380
941,printed,aj0,411
941,gdp,nn1,134
941,based,aj0-vvn,445
940,wounds,nn2,475
940,trading,aj0-nn1,409
940,preferences,nn2,371
939,welcomed,vvd,527
939,reject,vvi,526
939,overcome,vvn,653
939,magnitude,nn1,331
939,gp,nn1,244
939,fulfil,vvi,639
939,frames,nn2,433
939,bankruptcy,nn1,329
938,unsuccessful,aj0,588
938,specified,vvn,353
938,score,vvi,297
938,reservations,nn2,544
938,photo,nn1,414
938,melissa,np0,37
938,mandatory,aj0,327
938,handled,vvn,590
938,equivalent,aj0-nn1,570
938,commentators,nn2,427
938,addresses,nn2,468
937,tutor,nn1,322
937,tend,vvi,511
937,outbreak,nn1,458
937,lobby,nn1,469
937,characteristic,aj0,415
937,cause,vvb,587
937,businessmen,nn2,443
937,aspirations,nn2,521
937,53,crd,493
936,tap,nn1,438
936,rival,aj0,490
936,camps,nn2,446
935,v,crd,234
935,usage,nn1,422
935,subjected,vvn,579
935,secular,aj0,338
935,pilots,nn2,207
935,optional,aj0,370
935,mills,np0,285
935,macmillan,np0,236
935,incidentally,av0,546
935,comprising,vvg,472
934,wallace,np0,260
934,vaguely,av0,541
934,talked,vvn,577
934,scent,nn1,394
934,last,vvb,623
934,jointly,av0,576
934,head,np0,383
934,constructive,aj0,468
934,combinations,nn2,451
933,windsor,np0,307
933,rear,aj0-nn1,373
933,gould,np0,148
933,determined,aj0,615
933,credibility,nn1,523
933,community,np0,326
932,strangers,nn2,547
932,retained,vvd,534
932,murphy,np0,276
932,motorway,nn1,405
932,illustrations,nn2,414
932,fantastic,aj0,527
931,shopping,nn1-vvg,493
931,notions,nn2,453
931,north-west,nn1,400
931,loved,vvn,500
931,jerusalem,np0,245
931,in_return_for,prp,515
931,honestly,av0,496
931,emerged,vvd-vvn,618
931,eagle,nn1,324
931,disciplines,nn2,354
930,northampton,np0,237
930,existed,vvd,593
930,default,nn1,278
929,subsidiary,nn1,387
929,proposed,vvd,510
929,organise,vvi,549
929,employ,vvi,600
929,construct,vvi,533
928,versus,prp,475
928,talking,nn1-vvg,589
928,shelves,nn2,441
928,pig,nn1,409
927,well,aj0,418
927,weaknesses,nn2,491
927,vol.,nn0,71
927,threshold,nn1,497
927,tenth,ord,500
927,sets,nn2-vvz,563
927,gazed,vvd,302
927,clark,np0,344
927,&pound;500,nn0,411
926,under_way,av0,549
926,singapore,np0,344
926,sean,np0,250
926,presents,nn2-vvz,611
926,loves,vvz,501
926,gold,np0,376
926,faithful,aj0,547
925,troubles,nn2,552
925,red,np0,367
925,protecting,vvg,597
925,principally,av0,543
925,linen,nn1,391
925,kicked,vvd,452
925,emerging,vvg,658
925,easter,np0,350
925,85,crd,488
924,specify,vvi,408
924,shoe,nn1,406
924,layout,nn1,364
924,favourite,nn1,519
924,exile,nn1,378
924,deals,nn2-vvz,571
924,cleared,vvd,513
924,bride,nn1,312
924,blanket,nn1,519
924,beam,nn1,358
923,surgeon,nn1,374
923,predictable,aj0,531
923,mask,nn1,403
923,cliff,nn1,307
923,3,000,crd,509
922,trail,nn1,487
922,steven,np0,259
922,search,vvi,547
922,momentum,nn1,502
922,all_the_same,av0,480
921,technically,av0,602
921,poorly,av0,568
921,poets,nn2,318
921,lion,nn1,460
921,landed,vvd,466
921,informed,vvd-vvn,622
921,gerald,np0,298
921,diamond,nn1,396
921,cameron,np0,199
920,simplicity,nn1,556
920,organizational,aj0,190
920,noisy,aj0,570
920,nationalism,nn1,241
920,eyebrows,nn2,425
920,draws,vvz,585
920,doyle,np0,125
920,cast,vvn,623
920,assumed,vvd-vvn,604
919,revision,nn1,411
919,protested,vvd,429
919,presidency,nn1,249
919,owl,nn1,175
919,exploit,vvi,555
918,wins,vvz,492
918,wheat,nn1,342
918,rolling,vvg,588
918,rises,nn2-vvz,496
918,presently,av0,513
918,pie,nn1,383
918,lifting,vvg,531
918,disappointed,vvn,549
918,daylight,nn1,509
918,am,av0,500
917,metals,nn2,279
917,jaw,nn1,391
917,arab,aj0-nn1,203
917,aesthetic,aj0,332
917,absorption,nn1,281
916,remembered,vvd-vvn,551
916,prisons,nn2,245
916,laying,vvg,623
916,demand,vvi,604
916,comfortably,av0,600
915,spread,vvi,647
915,printing,nn1-vvg,387
915,mercy,nn1,506
915,making,nn1,550
915,exercised,vvn,451
915,1952,crd,408
914,wicked,aj0,474
914,sutton,np0,243
914,risk,vvi,582
914,prevented,vvn,607
914,occupations,nn2,306
914,mammals,nn2,180
914,irony,nn1,515
914,infinite,aj0,435
914,aviation,nn1,235
913,vegetable,nn1,438
913,unfortunate,aj0,614
913,stop,nn1-vvb,547
913,mixed,vvd-vvn,581
913,magic,aj0,421
913,composer,nn1,207
913,butler,np0,295
913,agreed,aj0,481
912,woodland,nn1,305
912,trusts,nn2,197
912,optical,aj0,269
912,americas,np0,169
912,acted,vvd,620
912,1922,crd,296
911,submission,nn1,469
911,q,zz0,214
911,fill,vvb,538
911,exercise,nn1-vvb,453
911,dark,nn1,499
910,simpler,ajc,560
910,liabilities,nn2,221
910,detectives,nn2,188
910,democrat,nn1,257
910,curiously,av0,559
909,unexpectedly,av0,552
909,reads,vvz,563
909,protests,nn2,422
909,limitation,nn1,418
909,h,np0,301
908,step,vvi,622
908,sleeve,nn1,438
908,parallel,aj0-nn1,509
908,evil,aj0,450
908,engaged,vvd-vvn,589
908,appalling,aj0,546
908,1938,crd,365
907,professional,aj0-nn1,469
907,packet,nn1,476
907,outcomes,nn2,271
907,dense,aj0,470
907,convey,vvi,528
907,consistency,nn1,485
907,characteristic,aj0-nn1,476
906,swedish,aj0,413
906,restraint,nn1,399
906,pepper,nn1,201
906,holding,nn1,401
906,concerns,vvz,523
906,cleaning,vvg,531
906,chiefs,nn2,290
906,announce,vvi,545
906,adams,np0,321
906,72,crd,464
905,unconscious,aj0,414
905,sunny,aj0,501
905,successes,nn2,533
905,southern,np0,376
905,privileges,nn2,359
905,privileged,aj0,537
905,lamb,nn1,334
905,indies,np0,230
905,charts,nn2,353
905,by_far,av0,605
905,businessman,nn1,477
905,attributed,vvn,531
904,release,nn1-vvb,421
904,purple,aj0,461
904,burial,nn1,345
904,blade,nn1,329
904,beaches,nn2,329
904,1980s,nn0,185
903,weekends,nn2,524
903,unionist,nn1,155
903,methodology,nn1,271
903,glimpse,nn1,560
903,bureaucratic,aj0,371
902,w.l.r.,np0,74
902,viable,aj0,585
902,spreading,vvg,625
902,sixteenth,ord,273
902,designers,nn2,409
901,wordsworth,np0,131
901,submit,vvi,526
901,stretching,vvg,619
901,passionate,aj0,521
901,mid,aj0-nn1,407
901,decoration,nn1,351
901,dance,nn1-vvb,444
900,unrest,nn1,315
900,salad,nn1,292
900,revelation,nn1,451
900,maxwell,np0,288
900,julian,np0,317
900,hit,nn1,424
900,heroin,nn1,150
900,greenhouse,nn1,247
900,awake,aj0,464
900,aluminium,nn1,352
899,unclear,aj0,522
899,sweat,nn1,426
899,monarchy,nn1,230
898,teenagers,nn2,369
898,nuisance,nn1,393
898,notice,nn1-vvb,471
898,located,vvd-vvn,483
898,balcony,nn1,281
898,arabia,np0,240
898,accumulation,nn1,306
897,w,np0,306
897,stole,vvd,414
897,high,np0,329
897,exemption,nn1,242
897,collective,aj0-nn1,392
896,university,nn1-np0,215
896,resting,vvg,532
896,flow,nn1-vvb,423
896,exclaimed,vvd,281
896,east,nn1-np0,466
896,drunk,aj0-vvn,441
895,train,vvi,509
895,stadium,nn1,298
895,quantitative,aj0,277
895,drug,nn1-vvb,380
894,underground,aj0,458
894,seasonal,aj0,379
894,predecessor,nn1,526
894,m,crd,237
894,lanes,nn2,316
894,decorative,aj0,294
894,clauses,nn2,236
894,capabilities,nn2,466
894,as_good_as,av0,610
894,49,crd,494
893,switched,vvd,460
893,sterling,aj0,293
893,justified,aj0-vvn,535
892,z,zz0,189
892,winning,aj0,416
892,nineteen,crd,462
892,nathan,np0,98
892,laser,nn1,239
892,keyboard,nn1,287
892,communism,nn1,267
892,borrow,vvi,459
892,agrees,vvz,510
891,limbs,nn2,458
891,hitting,vvg,493
891,dairy,nn1,283
891,critique,nn1,259
891,biology,nn1,295
890,seeking,aj0-vvg,581
890,results,vvz,539
890,overnight,av0,518
890,morale,nn1,471
890,leave,nn1-vvb,484
890,delighted,aj0-vvn,468
889,theirs,pnp,633
889,powder,nn1,418
889,influence,nn1-vvb,528
889,fun,aj0,487
889,domination,nn1,405
888,uniform,nn1,435
888,twenty-four,crd,490
888,retired,vvd,480
888,over,nn1,359
888,fragment,nn1,234
888,bore,vvd,577
888,agony,nn1,453
887,walk,nn1-vvb,482
887,prejudice,nn1,416
887,norm,nn1,478
887,inquest,nn1,201
887,clean,vvi,521
887,ancestors,nn2,379
886,vice-president,nn1,319
886,unionists,nn2,199
886,liberals,nn2,243
886,itv,np0,228
886,grant,vvi,457
886,deserves,vvz,580
885,trainer,nn1,240
884,thinking,nn1-vvg,578
884,notice,vvb,424
884,instrumental,aj0,414
884,inquiries,nn2,376
884,breathing,vvg,486
884,agnes,np0,136
883,walks,nn2,369
883,geoff,np0,294
882,vacuum,nn1,496
882,organized,vvn,400
882,notorious,aj0,573
882,let,vvd,581
882,fought,vvd-vvn,554
882,clue,nn1,544
881,staircase,nn1,371
881,shooting,vvg,504
881,questioned,vvn,515
881,proceeds,nn2,443
881,lung,nn1,290
881,lone,aj0,332
881,forced,vvd,488
881,duck,nn0,354
881,clash,nn1,401
881,bent,vvd-vvn,502
881,1995,crd,398
880,electron,nn1,111
880,dating,vvg,443
879,vendors,nn2,216
879,palm,nn1,453
879,owns,vvz,531
879,exceptionally,av0,587
878,guys,nn2,295
878,flora,np0,108
878,contributed,vvn,593
878,avenue,np0,332
877,upset,vvn,541
877,supposedly,av0,564
877,plan,vvb,536
877,owed,vvd,507
877,ensures,vvz,531
877,demonstrated,vvd,572
877,counts,nn2,341
877,contemporaries,nn2,391
877,aiming,vvg,582
877,5,000,crd,477
876,swallowed,vvd,367
876,slow,aj0-av0,603
876,revealed,vvd,488
876,plain,aj0-av0,581
876,minorities,nn2,337
876,jeremy,np0,345
876,fiercely,av0,517
876,dragged,vvd,454
876,direct,vvi,566
875,unprecedented,aj0,505
875,stunning,aj0,400
875,proportional,aj0,290
875,polly,np0,100
875,liquid,aj0-nn1,391
875,jealous,aj0,441
875,intervene,vvi,478
875,bourgeois,aj0,227
875,bottom,aj0,476
875,blackpool,np0,272
875,analogy,nn1,413
875,acknowledged,vvd,508
874,villa,nn1,236
874,resign,vvi,374
874,noting,vvg,585
874,fossil,nn1,203
874,airlines,nn2,281
874,aggregate,aj0,156
873,ukraine,np0,176
873,sell,vvb,528
873,iranian,aj0,141
873,energies,nn2,399
873,ease,vvi,593
873,convert,vvi,532
873,combine,vvi,577
873,activists,nn2,331
872,unlawful,aj0,247
872,preserved,vvn,502
872,overseas,av0,438
872,organisation,nn0,437
872,mobile,aj0,508
872,extensively,av0,539
871,whitehall,np0,296
871,thailand,np0,282
871,swept,vvd-vvn,511
871,reserve,nn1,450
871,public,aj0-av0,546
871,planners,nn2,347
871,gains,nn2-vvz,336
871,dealings,nn2,453
871,commodity,nn1,405
870,youths,nn2,328
870,laid,vvd,553
870,jokes,nn2,457
870,enforce,vvi,417
870,conduct,vvi,541
870,cause,nn1-vvb,584
870,assured,vvd,485
870,altar,nn1,299
869,virtual,aj0,475
869,slopes,nn2,315
869,realism,nn1,303
869,longest,ajs,555
869,guess,vvi,529
869,eliminate,vvi,553
869,elder,ajc,423
869,dirt,nn1,449
868,stating,vvg,536
868,ranges,nn2,431
868,photographic,aj0,375
868,name,vvi,601
868,l.,np0,360
868,freud,np0,160
868,donna,np0,104
868,desired,aj0,475
868,conversations,nn2,518
868,brandy,nn1,301
868,bow,nn1,425
868,allied,aj0,301
867,visit,vvb,509
867,hut,nn1,265
867,hammer,nn1,369
867,e,np0,315
867,comparing,vvg,501
867,breeding,nn1,305
866,revealing,vvg,608
866,please,vvi,550
866,korean,aj0,170
866,judgements,nn2,386
866,deals,nn2,446
866,belong,vvi,579
866,aye,itj,162
866,archbishop,nn1,248
865,leo,np0,230
865,interfere,vvi,546
865,ending,vvg,582
865,driving,aj0,481
865,doubtless,av0,457
864,repetition,nn1,406
864,portable,aj0,451
864,palestine,np0,199
864,opposed,vvd-vvn,469
864,lecturer,nn1,358
864,but,av0,592
864,accounting,aj0,169
864,1931,crd,312
863,jump,vvi,544
863,beating,vvg,501
863,appropriately,av0,546
862,worse,av0,590
862,repairs,nn2,410
862,prints,nn2,306
862,mark,vvb,423
862,hung,vvd,468
862,holmes,np0,271
862,fragile,aj0,568
862,drink,nn1-vvb,549
862,covenant,nn1,133
862,copyright,nn1,217
862,co-operative,aj0,350
862,2nd,ord,373
861,talents,nn2,529
861,starting,nn1,500
861,similarities,nn2,458
861,shoot,vvi,437
861,shit,nn1,237
861,service,nn1-vvb,473
861,rider,nn1,285
861,raise,vvb,501
861,merits,nn2,526
861,inspired,vvn,537
861,indoor,aj0,331
861,enjoyable,aj0,501
861,debates,nn2,368
861,contractual,aj0,245
860,reading,np0,379
860,purchased,vvn,489
860,mills,nn2,238
860,literacy,nn1,219
860,hastily,av0,435
860,fox,np0,325
860,experience,nn1-vvb,566
860,abbey,nn1,230
859,plasma,nn1,96
859,murdered,vvn,390
859,market,vvi,461
859,hilary,np0,147
859,flame,nn1,446
859,distances,nn2,460
859,cheap,aj0-av0,540
859,attractions,nn2,495
859,appetite,nn1,543
858,try,nn1,290
858,slightest,ajs,543
858,lothian,np0,103
858,arrives,vvz,565
857,train,nn1-vvb,468
857,shut,vvd,447
857,quiet,aj0-nn1,550
857,pottery,nn1,254
857,florence,np0,263
857,disruption,nn1,477
857,displays,nn2,448
857,booklet,nn1,347
857,bear,nn1,358
857,bargain,nn1,511
857,accountant,nn1,349
856,obscure,aj0,536
856,metaphor,nn1,300
856,measuring,vvg,483
856,maintains,vvz,534
856,formed,vvd,587
856,confused,vvn,626
855,speeds,nn2,321
855,promoted,vvn,535
855,professions,nn2,352
855,nicholson,np0,215
855,fighter,nn1,325
855,&pound;20,nn0,389
854,villagers,nn2,331
854,madrid,np0,272
854,freight,nn1,244
854,formulation,nn1,401
854,debtor,nn1,102
854,&pound;50,nn0,391
853,talks,vvz,489
853,per_annum,av0,348
853,morton,np0,195
853,mighty,aj0,432
853,managing,aj0-vvg,421
853,criminals,nn2,371
852,trophy,nn1,256
852,tones,nn2,436
852,settled,vvd,516
852,muslim,aj0,231
852,loch,np0,138
852,interim,aj0,251
852,illusion,nn1,480
852,cool,aj0-av0,467
852,continuously,av0,524
852,chalk,nn1,346
852,cast,nn0,371
852,800,crd,512
852,1920,crd,377
851,refuge,nn1,494
851,link,vvi,576
851,janet,np0,308
851,interactive,aj0,272
851,holly,nn1,171
851,hanging,nn1-vvg,553
851,feminists,nn2,140
851,contained,vvd,588
851,as_a_whole,av0,320
851,annie,np0,193
851,acted,vvn,547
850,surplus,nn1,300
850,sponsored,vvn,489
850,slave,nn1,311
850,ryan,np0,188
850,indonesia,np0,243
850,harder,av0,554
850,features,nn2-vvz,468
850,exit,nn1,480
850,brains,nn2,455
850,bleak,aj0,533
849,report,vvb,482
849,needing,vvg,595
849,insist,vvi,548
849,fed,vvn,536
849,ethics,nn0,351
849,enable,vvb,539
849,deer,nn0,272
848,q.v,nn0,24
848,gall,nn1,82
848,delayed,vvn,568
848,bucket,nn1,371
847,rushed,vvd,444
847,rover,nn1-np0,204
847,quoted,vvd-vvn,524
847,pursuing,vvg,562
847,earned,vvd,489
846,treatments,nn2,326
846,surrounding,aj0,467
846,par,nn1,337
846,economists,nn2,271
846,convenience,nn1,553
846,cave,nn1,311
846,br,np0,151
846,ballot,nn1,252
846,3.1,crd,305
845,switch,vvi,544
845,secretion,nn1,56
845,ruler,nn1,277
845,react,vvi,550
845,long,np0,438
845,hungarian,aj0,262
845,facilitate,vvi,478
844,spine,nn1,382
844,solidarity,nn1,345
844,poorer,ajc,464
844,departmental,aj0,299
843,slip,vvi,573
843,sink,nn1,401
843,shake,vvi,551
843,romance,nn1,384
843,marked,vvd-vvn,577
843,evaluate,vvi,378
843,differentiation,nn1,244
843,complain,vvi,562
843,clearer,ajc,603
843,56,crd,479
843,1937,crd,312
842,salaries,nn2,392
842,psychologists,nn2,226
842,harrison,np0,321
842,greeks,nn2,218
842,football,nn1-np0,204
842,florida,np0,366
841,rule,vvi,513
841,revenge,nn1,473
841,rat,nn1,298
841,oesophageal,aj0,15
841,hospital,np0,199
841,concluded,vvn,518
840,trivial,aj0,511
840,pots,nn2,391
840,memorable,aj0,499
840,manners,nn2,461
840,maker,nn1,467
840,lump,nn1,449
840,engage,vvi,505
840,detection,nn1,300
840,clerical,aj0,341
840,amendments,nn2,294
839,time,nn1-vvb,626
839,stolen,aj0,271
839,situated,vvn,403
839,reliance,nn1,443
839,promptly,av0,538
839,jungle,nn1,358
839,finding,nn1,348
839,deprivation,nn1,315
839,compound,nn1,319
839,coincidence,nn1,540
838,youth,nn1-np0,346
838,stay,nn1,467
838,holdings,nn2,297
838,gazing,vvg,385
838,commentary,nn1,459
838,coffin,nn1,258
838,cheques,nn2,341
838,celebrations,nn2,469
837,welcome,aj0-nn1,569
837,voltage,nn1,113
837,stone,np0,303
837,reviewed,vvn,444
837,possessions,nn2,457
837,nominal,aj0,363
837,intestinal,aj0,64
837,existed,vvd-vvn,546
837,disclosure,nn1,251
837,collector,nn1,290
837,&pound;2,nn0,350
836,syntactic,aj0,63
836,seal,nn1,428
836,manipulation,nn1,448
836,farming,nn1,295
836,embassy,nn1,240
836,doing,nn1,559
836,companions,nn2,444
836,codes,nn2,374
835,tumour,nn1,121
835,matters,nn2-vvz,564
835,maid,nn1,305
835,magical,aj0,419
835,54,crd,478
834,victor,np0,280
834,technology,nn1-np0,286
834,intercourse,nn1,201
834,fever,nn1,407
834,blackburn,np0,184
834,appreciated,vvn,568
834,advised,vvd,542
833,publishing,nn1,157
833,hook,nn1,407
833,giles,np0,208
833,gathered,vvn,595
833,fundamentally,av0,490
833,footsteps,nn2,453
833,analyses,nn2,289
832,urgently,av0,499
832,retreat,nn1,508
832,mm,nn0,64
832,mistaken,vvn,540
832,law,np0,234
832,hunting,nn1,348
832,absorbed,vvn,563
831,touched,vvn,570
831,renewed,aj0,492
831,defending,vvg,474
831,capitalist,nn1,201
831,armstrong,np0,238
831,amsterdam,np0,283
831,abbey,np0,337
830,zones,nn2,290
830,viewers,nn2,328
830,sharp,aj0-av0,542
830,racing,nn1-vvg,274
830,integral,aj0,509
830,faced,vvd,559
830,end,vvb,576
830,constitute,vvb,433
829,used,aj0-vvd,577
829,thrust,nn1,496
829,saints,nn2,300
829,pulse,nn1,341
829,murderer,nn1,288
829,dividends,nn2,257
829,complementary,aj0,457
829,attainment,nn1,203
828,well,nn1,497
828,spending,aj0-vvg,416
828,selected,vvd-vvn,531
828,possessed,vvd,485
828,m.,nn0,102
828,judge,np0,303
828,gibson,np0,239
828,cows,nn2,316
828,complications,nn2,349
828,check,nn1-vvb,409
828,cakes,nn2,363
828,17th,ord,355
827,tempted,vvn,577
827,talented,aj0,457
827,screens,nn2,423
827,printed,vvn,445
827,missile,nn1,254
827,import,nn1,429
827,hunter,np0,273
827,disappear,vvi,619
827,decides,vvz,541
827,dc,np0,206
827,1925,crd,295
826,swung,vvd,363
826,richardson,np0,279
826,municipal,aj0,307
826,meg,np0,78
826,manor,nn1,218
826,let_alone,prp,578
826,fighting,nn1-vvg,376
826,exchequer,nn1,263
826,driving,aj0-nn1,435
826,combined,vvn,552
825,urgency,nn1,527
825,remedies,nn2,269
825,recognised,vvd,458
825,performing,vvg,548
825,owe,vvb,533
825,irrespective_of,prp,446
825,disturbance,nn1,410
825,courtyard,nn1,288
825,builders,nn2,420
825,1920s,crd,322
824,shield,nn1,318
824,running,aj0-nn1,531
824,rear,aj0,343
824,published,aj0,400
824,fans,nn2-vvz,284
824,consult,vvi,544
824,competing,vvg,508
823,sentenced,vvn,275
823,rings,nn2,378
823,prepare,vvb,499
823,papal,aj0,128
823,frozen,vvn,492
823,french,nn1,379
823,finals,nn2,253
823,city,nn1-np0,264
823,citizenship,nn1,232
823,changing,aj0,438
822,wardrobe,nn1,376
822,unfamiliar,aj0,516
822,south-west,nn1,393
822,scholarship,nn1,343
822,hemisphere,nn1,176
822,compare,vvb,458
821,wrong,aj0-av0,568
821,vincent,np0,282
821,teenager,nn1,339
821,split,vvn,584
821,recreation,nn1,373
821,infants,nn2,252
821,favourites,nn2,431
821,extra,aj0-av0,530
821,edmund,np0,256
821,ambiguity,nn1,347
821,actress,nn1,304
820,wit,nn1,475
820,mining,nn1,303
820,educated,vvn,338
820,drawer,nn1,375
820,bush,nn1,397
820,aquarium,nn1,59
819,tense,aj0,490
819,restrictive,aj0,394
819,regard,vvb,507
819,memorandum,nn1,221
819,lie,nn1,500
819,legislature,nn0,185
819,colonic,aj0,14
819,a.c.,nn1,92
819,/,unc,178
818,stimulate,vvi,476
818,sophie,np0,100
818,shaft,nn1,298
818,saudi,np0,189
818,realities,nn2,470
818,hussein,np0,151
818,enters,vvz,514
818,clearance,nn1,324
818,besides,prp,519
818,atoms,nn2,123
818,assertion,nn1,439
817,serbian,aj0,116
817,screamed,vvd,367
817,increase,vvb,527
817,incapable,aj0,529
817,binding,aj0-vvg,242
817,ambiguous,aj0,435
817,adrian,np0,298
817,66,crd,448
817,62,crd,426
816,vicious,aj0,522
816,strikes,nn2,278
816,still,aj0,513
816,rules,nn2-vvz,407
816,powell,np0,293
816,picasso,np0,114
816,mate,nn1,379
816,enquired,vvd,240
816,completing,vvg,548
816,analysts,nn2,322
815,worldwide,aj0,473
815,verb,nn1,135
815,rely,vvb,562
815,metre,nn1,374
815,mankind,nn1,374
815,leslie,np0,260
815,lend,vvi,522
815,jacob,np0,195
815,immediately,cjs,546
815,heath,np0,342
815,fit,vvb,498
815,false,aj0-av0,412
815,dozens,nn2,491
815,appraisal,nn1,342
814,pretend,vvi,484
814,patten,np0,169
814,noises,nn2,452
814,addressing,vvg,540
813,way,np0,271
813,seventy,crd,449
813,noticeable,aj0,522
813,modifications,nn2,388
813,miles,np0,240
813,instant,aj0-nn1,465
813,hull,np0,263
813,cooking,nn1,347
813,building,nn1-np0,331
812,verbal,aj0,377
812,survived,vvd-vvn,503
812,offspring,nn0,366
812,lacked,vvd,526
812,labels,nn2,388
812,guinness,np0,90
812,graph,nn1,186
812,1934,crd,300
812,1918,crd,294
811,walked,vvn,479
811,shelley,nn1-np0,93
811,resident,aj0,374
811,pigs,nn2,330
811,ivory,nn1,322
811,croatia,np0,133
811,coupled,vvd-vvn,564
811,concerned,vvn,473
810,toes,nn2,470
810,preventing,vvg,564
810,challenges,nn2,493
810,census,nn1,227
809,with_a_view_to,prp,506
809,velocity,nn1,134
809,rabbits,nn2,240
809,promises,nn2,454
809,printers,nn2,269
809,passes,nn2-vvz,481
809,mixed,vvn,540
809,market,np0,367
809,happier,ajc,563
809,cook,np0,328
808,weights,nn2,321
808,separate,vvi,558
808,lungs,nn2,385
808,establishments,nn2,388
808,dundee,np0,222
808,drum,nn1,303
808,dos,nn1,122
807,worry,nn1,518
807,wild,aj0-av0,499
807,trust,vvb,500
807,statue,nn1,343
807,small,np0,458
807,sideways,av0,415
